Order ID,Order Date,CustomerName,State,City
B-25815,2020-01-04,Harsh,Nagaland,Kohima
B-25822,2020-01-05,Tejas,Karnataka,Bangalore
B-26075,2020-01-06,Pearl,Maharashtra,Pune
B-25783,2020-01-07,Shivangi,Madhya Pradesh,Indore
B-26046,2020-01-08,Nishi,Maharashtra,Mumbai
B-25690,2020-01-09,Gunjan,Madhya Pradesh,Indore
B-25706,2020-01-10,Swetlana,Goa,Goa
B-25736,2020-01-11,Akshat,Maharashtra,Mumbai
B-25720,2020-01-12,Namrata,Punjab,Chandigarh
B-25907,2020-01-13,Jaydeep,Madhya Pradesh,Bhopal
B-25719,2020-01-14,Rashmi,Madhya Pradesh,Indore
B-26013,2020-01-15,Jahan,Madhya Pradesh,Bhopal
B-26044,2020-01-16,Sanjay,Goa,Goa
B-25649,2020-01-17,Rachna,Haryana,Chandigarh
B-25658,2020-01-18,Shefali,Rajasthan,Jaipur
B-25672,2020-01-19,Akanksha,Andhra Pradesh,Hyderabad
B-25624,2020-01-20,Vini,Karnataka,Bangalore
B-25884,2020-01-21,Sumeet,Maharashtra,Mumbai
B-25641,2020-01-22,Parishi,West Bengal,Kolkata
B-25841,2020-01-23,Ashvini,Maharashtra,Mumbai
B-25980,2020-01-24,Shweta,Rajasthan,Udaipur
B-26012,2020-01-25,Pearl,Maharashtra,Pune
B-26029,2020-01-26,Ramesh,Gujarat,Ahmedabad
B-26071,2020-01-27,Subhashree,Jammu and Kashmir,Kashmir
B-25646,2020-01-28,Sonal,Bihar,Patna
B-25677,2020-01-29,Ekta,West Bengal,Kolkata
B-25759,2020-01-30,Soumya,Sikkim,Gangtok
B-26059,2020-01-31,Rachna,Haryana,Chandigarh
B-25632,2020-02-01,Manish,Himachal Pradesh,Simla
B-26079,2020-02-02,Hazel,Karnataka,Bangalore
B-25674,2020-02-03,Mahima,Maharashtra,Pune
B-25965,2020-02-04,Saloni,West Bengal,Kolkata
B-25732,2020-02-05,Anubhaw,Karnataka,Bangalore
B-25834,2020-02-06,Ananya,Andhra Pradesh,Hyderabad
B-25784,2020-02-07,Rohit,Rajasthan,Jaipur
B-25982,2020-02-08,Hemangi,Delhi,Delhi
B-25788,2020-02-09,Dinesh,Tamil Nadu,Chennai
B-25742,2020-02-10,Ashwin,Goa,Goa
B-26088,2020-02-11,Bhavna,Sikkim,Gangtok
B-25707,2020-02-12,Shivani,Maharashtra,Mumbai
B-25758,2020-02-13,Shubham,Himachal Pradesh,Simla
B-26095,2020-02-14,Monisha,Rajasthan,Jaipur
